14.jpg	0	0.233 0.469 0.198 0.407 0.0 0.036 0.026 0.031 0.03 0.057 0.047 0.047 0.059 0.089 0.072 0.071 0.092 0.338 0.299 0.317 0.311 0.414 0.38 0.373 0.415 0.542 0.477 0.454 0.54 0.319 0.334 0.329 0.33 0.286 0.3 0.307 0.289 0.23 0.258 0.281 0.237 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.001 0.002 0.002 0.001 0.045 0.046 0.046 0.046 0.042 0.044 0.044 0.042 0.039 0.041 0.042 0.039 0.914 0.937 0.927 0.93 0.866 0.89 0.89 0.86 0.79 0.831 0.832 0.782 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.113 0.176 0.219 0.406 1.02 2.625 3.844 6.48 14.898 21.844 40.875 56.652 38.957 7.891 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004 0.27 0.289 0.359 0.992 2.77 4.52 8.484 16.98 21.113 39.145 50.938 34.797 15.0 0.336 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.453 1.008 4.152 8.465 19.965 27.484 45.543 43.129 31.617 12.34 1.656 0.168 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.jpg	0	0.157 0.125 0.198 0.3 0.029 0.099 0.078 0.089 0.075 0.152 0.162 0.144 0.147 0.249 0.273 0.243 0.247 0.581 0.514 0.549 0.505 0.737 0.749 0.701 0.72 0.984 1.016 0.947 0.98 0.239 0.26 0.252 0.262 0.203 0.203 0.216 0.204 0.153 0.157 0.168 0.157 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.029 0.031 0.03 0.031 0.027 0.027 0.028 0.027 0.024 0.023 0.024 0.024 0.926 0.941 0.933 0.944 0.886 0.879 0.892 0.89 0.813 0.795 0.819 0.816 0.0 0.0 0.0 0.004 2.375 2.773 1.23 2.09 1.242 1.941 2.988 3.168 4.473 6.168 9.012 10.895 20.871 25.43 21.727 26.18 36.395 15.867 1.152 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.465 3.789 2.27 2.051 2.422 3.156 4.25 5.938 9.457 12.453 22.867 22.395 19.086 24.449 31.102 25.98 1.879 0.875 0.117 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.883 4.91 4.227 4.375 7.66 12.578 26.094 27.707 23.086 23.59 32.504 23.113 3.531 0.719 0.777 0.242 0.0 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16.jpg	0	0.191 0.277 0.198 0.335 0.008 0.119 0.087 0.106 0.086 0.204 0.218 0.193 0.199 0.337 0.369 0.345 0.322 0.68 0.589 0.653 0.567 0.915 0.971 0.904 0.885 1.214 1.297 1.249 1.17 0.193 0.21 0.191 0.223 0.151 0.137 0.145 0.155 0.112 0.103 0.109 0.121 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0 0.0 0.0 0.0 0.028 0.029 0.028 0.031 0.025 0.024 0.025 0.025 0.022 0.021 0.021 0.022 0.866 0.902 0.881 0.903 0.772 0.756 0.783 0.778 0.624 0.589 0.612 0.642 0.0 0.0 0.0 0.0 0.0 0.004 0.965 1.426 0.68 1.273 2.602 4.051 5.637 7.207 9.305 11.426 18.262 26.738 39.043 39.59 24.148 3.531 0.109 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004 1.254 1.543 1.414 2.543 4.777 6.285 8.582 10.055 14.52 18.543 28.723 39.32 34.094 20.93 3.094 0.316 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.031 2.676 3.52 7.547 9.922 13.898 18.828 25.383 31.512 38.418 25.953 13.41 3.164 1.094 0.488 0.152 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.jpg	0	0.062 -0.099 0.198 0.22 0.06 0.055 0.04 0.041 0.036 0.089 0.084 0.067 0.081 0.154 0.134 0.107 0.135 0.425 0.366 0.377 0.361 0.551 0.524 0.474 0.534 0.778 0.683 0.616 0.751 0.281 0.306 0.297 0.3 0.236 0.256 0.265 0.235 0.162 0.217 0.22 0.155 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0 0.0 0.001 0.0 0.026 0.027 0.027 0.027 0.024 0.024 0.025 0.024 0.022 0.022 0.023 0.022 0.974 0.981 0.98 0.982 0.958 0.959 0.968 0.961 0.927 0.935 0.949 0.938 0.0 0.0 0.0 0.0 0.0 0.02 0.363 0.535 1.711 8.102 9.398 10.859 11.641 16.863 17.723 16.449 14.266 11.457 12.332 13.996 13.598 13.902 13.051 9.648 0.086 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.168 0.645 4.129 10.449 9.488 13.984 18.051 19.699 17.875 14.188 8.953 9.273 14.219 12.504 13.641 10.074 10.137 8.285 0.223 0.016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.492 13.484 18.223 29.375 24.973 19.754 10.406 9.969 13.367 13.789 10.211 8.977 7.848 8.223 6.27 0.359 0.164 0.098 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
18.jpg	0	0.213 0.394 0.198 0.355 0.002 0.085 0.065 0.076 0.067 0.126 0.12 0.111 0.126 0.181 0.168 0.159 0.181 0.559 0.497 0.54 0.488 0.701 0.708 0.673 0.693 0.878 0.866 0.839 0.864 0.223 0.237 0.225 0.249 0.183 0.176 0.186 0.19 0.147 0.139 0.147 0.153 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.03 0.032 0.03 0.032 0.028 0.027 0.028 0.028 0.025 0.025 0.025 0.026 0.876 0.906 0.89 0.902 0.817 0.823 0.837 0.815 0.736 0.75 0.764 0.73 0.0 0.0 0.0 0.0 0.215 0.223 1.117 2.195 2.133 1.703 2.727 7.762 12.281 16.664 27.688 35.938 37.203 22.125 13.977 8.512 3.355 0.172 0.012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.168 0.535 2.238 2.777 2.137 1.883 6.902 13.207 16.328 29.797 43.246 32.355 20.555 13.426 7.75 2.578 0.109 0.008 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.094 1.504 4.789 2.926 7.887 15.699 26.945 45.777 39.516 25.809 15.875 7.531 1.441 0.164 0.039 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.jpg	0	0.104 -0.061 0.198 0.276 0.014 0.045 0.035 0.044 0.034 0.077 0.082 0.074 0.075 0.128 0.137 0.123 0.12 0.401 0.358 0.388 0.355 0.513 0.515 0.491 0.508 0.686 0.675 0.649 0.683 0.288 0.302 0.293 0.301 0.249 0.257 0.263 0.248 0.188 0.207 0.211 0.187 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.03 0.031 0.031 0.031 0.028 0.028 0.029 0.028 0.026 0.026 0.025 0.025 0.96 0.968 0.961 0.969 0.931 0.926 0.934 0.933 0.885 0.877 0.891 0.894 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.059 2.215 10.363 14.84 13.645 12.504 14.516 17.863 23.641 25.508 21.863 18.797 9.57 4.938 2.055 1.477 1.918 0.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004 0.219 5.836 12.984 16.918 15.059 15.574 18.941 23.254 23.5 21.344 20.297 11.012 5.148 2.398 0.98 1.121 1.121 0.277 0.012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004 5.125 23.043 24.754 21.238 28.441 27.379 26.496 19.504 10.992 3.262 2.965 0.883 0.941 0.641 0.203 0.098 0.031 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
12 (2).jpg	0	0.276 0.696 0.198 0.478 0.0 0.017 0.015 0.016 0.015 0.022 0.021 0.02 0.022 0.031 0.027 0.026 0.031 0.278 0.26 0.267 0.265 0.312 0.3 0.295 0.313 0.385 0.351 0.337 0.386 0.328 0.341 0.338 0.335 0.302 0.313 0.319 0.304 0.252 0.277 0.293 0.254 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.003 0.002 0.002 0.002 0.002 0.053 0.054 0.054 0.054 0.051 0.052 0.052 0.051 0.048 0.049 0.049 0.047 0.926 0.936 0.932 0.935 0.907 0.912 0.915 0.906 0.869 0.883 0.89 0.868 0.0 0.0 0.0 0.0 0.0 0.0 0.035 0.383 3.797 6.152 8.578 11.277 27.094 40.051 51.32 42.418 4.875 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.039 0.395 6.234 8.078 10.391 30.699 46.316 57.23 34.383 2.207 0.027 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.012 1.027 13.656 27.547 77.215 65.73 10.621 0.184 0.008 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
21.jpg	0	0.163 0.146 0.198 0.333 0.0 0.078 0.071 0.096 0.066 0.131 0.152 0.149 0.146 0.213 0.237 0.223 0.227 0.547 0.519 0.611 0.506 0.721 0.791 0.783 0.769 0.96 1.042 1.003 0.999 0.235 0.24 0.218 0.244 0.196 0.18 0.182 0.188 0.155 0.14 0.144 0.148 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.032 0.032 0.031 0.033 0.029 0.028 0.028 0.028 0.026 0.025 0.025 0.025 0.904 0.913 0.881 0.918 0.837 0.812 0.816 0.819 0.733 0.704 0.724 0.716 0.0 0.0 0.0 0.539 3.469 2.762 3.641 5.941 11.234 24.023 33.098 20.469 14.926 12.379 18.977 20.613 22.297 1.629 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.148 4.188 4.246 5.152 11.879 29.629 32.5 21.395 14.461 14.723 21.262 30.113 6.133 0.168 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 4.0 6.789 23.34 50.57 29.477 16.32 32.383 27.941 4.984 0.168 0.008 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.jpg	0	0.087 -0.059 0.198 0.236 0.053 0.062 0.053 0.082 0.058 0.112 0.128 0.136 0.141 0.201 0.214 0.224 0.247 0.471 0.441 0.552 0.458 0.641 0.705 0.735 0.74 0.888 0.95 0.996 1.034 0.276 0.281 0.248 0.279 0.232 0.207 0.199 0.204 0.184 0.162 0.145 0.15 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0 0.0 0.0 0.0 0.028 0.028 0.026 0.028 0.025 0.023 0.023 0.024 0.022 0.021 0.02 0.02 0.968 0.973 0.958 0.97 0.942 0.934 0.931 0.928 0.898 0.891 0.888 0.876 0.0 0.0 0.0 0.0 0.0 0.0 0.066 0.973 1.746 2.871 4.586 5.301 7.441 10.379 8.758 9.199 19.77 23.969 15.699 12.477 12.902 22.281 27.98 9.602 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.016 0.586 2.344 4.121 4.344 7.777 11.258 8.941 8.758 17.414 19.324 17.316 12.836 10.309 13.773 21.422 24.414 10.781 0.266 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.07 3.422 8.191 14.309 10.809 12.375 20.918 21.598 14.504 10.984 7.906 13.25 19.188 18.48 13.324 4.91 1.211 0.492 0.059 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.jpg	0	0.202 0.276 0.198 0.395 0.003 0.037 0.03 0.037 0.031 0.058 0.061 0.061 0.064 0.092 0.096 0.095 0.102 0.363 0.328 0.353 0.328 0.46 0.463 0.444 0.466 0.607 0.599 0.582 0.622 0.292 0.314 0.302 0.315 0.245 0.249 0.261 0.246 0.187 0.199 0.21 0.19 0.002 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.041 0.043 0.042 0.043 0.037 0.037 0.038 0.037 0.033 0.033 0.034 0.033 0.911 0.928 0.911 0.926 0.861 0.851 0.854 0.845 0.779 0.766 0.769 0.751 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.438 0.785 0.32 0.281 1.273 4.57 7.176 14.953 32.832 35.188 38.988 33.93 20.496 3.371 1.02 0.289 0.086 0.004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004 0.645 0.859 0.195 0.773 3.797 8.824 21.434 43.27 32.652 32.602 32.785 13.711 3.055 0.863 0.254 0.172 0.078 0.027 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.012 0.91 5.277 23.184 61.285 36.488 37.316 20.277 7.215 1.891 0.703 0.188 0.137 0.051 0.023 0.023 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
